key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,match_dt,home_slug,away_slug,is_world_cup,elo_home_pre,elo_away_pre,elo_diff_pre,elo_gap_pre,elo_home_exp,elo_away_exp,home_points_last5,home_gd_last5,home_rest_days,home_concede_first_rate,home_points_after_concede_first,home_late_concede_rate_75p,away_points_last5,away_gd_last5,away_rest_days,away_concede_first_rate,away_points_after_concede_first,away_late_concede_rate_75p,is_group_stage,is_knockout,elo_diff,elo_gap,points_last5_diff,gd_last5_diff,rest_days_diff,concede_first_rate_diff,points_after_concede_first_diff,late_concede_rate_75p_diff,underdog_is_home,y_upset_avoid_loss,y_upset
110,WC-1958,1958 FIFA Men's World Cup,M-1958-09,Argentina vs Northern Ireland,group stage,Group 1,1,0,0,0,1958-06-11,19:00,S-201,Örjans Vall,Halmstad,Sweden,T-03,Argentina,ARG,T-52,Northern Ireland,NIR,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,1958-06-11 19:00:00,argentina,northern_ireland,1,1508.7387877767007,1509.969307353527,-1.230519576826282,1.230519576826282,0.49822914738299107,0.5017708526170089,6.0,2.0,3.0,0.5,1.0,0.2,3.0,1.0,3.0,0.5,1.0,0.2,1,0,-1.230519576826282,1.230519576826282,3.0,1.0,0.0,0.0,0.0,0.0,1,1,1
111,WC-1958,1958 FIFA Men's World Cup,M-1958-10,West Germany vs Czechoslovakia,group stage,Group 1,1,0,0,0,1958-06-11,19:00,S-202,Olympia,Helsingborg,Sweden,T-86,West Germany,DEU,T-21,Czechoslovakia,CSK,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,1958-06-11 19:00:00,west_germany,czechoslovakia,1,1551.4489514096008,1488.9643175380534,62.48463387154743,62.48463387154743,0.5889655025979688,0.41103449740203124,15.0,15.0,3.0,0.5,1.0,0.2,1.0,-9.0,3.0,0.5,1.0,0.2,1,0,62.48463387154743,62.48463387154743,14.0,24.0,0.0,0.0,0.0,0.0,0,1,1
112,WC-1958,1958 FIFA Men's World Cup,M-1958-11,Paraguay vs Scotland,group stage,Group 2,1,0,0,0,1958-06-11,19:00,S-205,Idrottsparken,Norrköping,Sweden,T-55,Paraguay,PRY,T-64,Scotland,SCO,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,1958-06-11 19:00:00,paraguay,scotland,1,1481.8529791609526,1483.3673944414434,-1.5144152804907662,1.5144152804907662,0.4978205950215792,0.5021794049784207,4.0,-8.0,3.0,0.5,1.0,0.2,1.0,-8.0,3.0,0.5,1.0,0.2,1,0,-1.5144152804907662,1.5144152804907662,3.0,0.0,0.0,0.0,0.0,0.0,1,1,1
113,WC-1958,1958 FIFA Men's World Cup,M-1958-12,Yugoslavia vs France,group stage,Group 2,1,0,0,0,1958-06-11,19:00,S-210,Arosvallen,Västerås,Sweden,T-87,Yugoslavia,YUG,T-30,France,FRA,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,1958-06-11 19:00:00,yugoslavia,france,1,1515.7493535152353,1492.0208512061663,23.728502309068972,23.728502309068972,0.5340950657335697,0.4659049342664303,5.0,-3.0,3.0,0.5,1.0,0.2,9.0,4.0,3.0,0.5,1.0,0.2,1,0,23.728502309068972,23.728502309068972,-4.0,-7.0,0.0,0.0,0.0,0.0,0,0,0
114,WC-1958,1958 FIFA Men's World Cup,M-1958-13,Mexico vs Wales,group stage,Group 3,1,0,0,0,1958-06-11,19:00,S-208,Råsunda Stadium,Solna,Sweden,T-46,Mexico,MEX,T-85,Wales,WAL,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1958-06-11 19:00:00,mexico,wales,1,1420.6916016753792,1501.4331513096536,-80.7415496342744,80.7415496342744,0.3858511335807856,0.6141488664192144,0.0,-13.0,3.0,0.5,1.0,0.2,1.0,0.0,3.0,0.5,1.0,0.2,1,0,-80.7415496342744,80.7415496342744,-1.0,-13.0,0.0,0.0,0.0,0.0,1,1,1
115,WC-1958,1958 FIFA Men's World Cup,M-1958-14,Brazil vs England,group stage,Group 4,1,0,0,0,1958-06-11,19:00,S-200,Ullevi,Gothenburg,Sweden,T-09,Brazil,BRA,T-28,England,ENG,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1958-06-11 19:00:00,brazil,england,1,1546.6714020312245,1492.6319220382545,54.03947999296997,54.03947999296997,0.5771479404370635,0.4228520595629365,7.0,5.0,3.0,0.5,1.0,0.2,5.0,-1.0,3.0,0.5,1.0,0.2,1,0,54.03947999296997,54.03947999296997,2.0,6.0,0.0,0.0,0.0,0.0,0,1,1
116,WC-1958,1958 FIFA Men's World Cup,M-1958-15,Soviet Union vs Austria,group stage,Group 4,1,0,0,0,1958-06-11,19:00,S-197,Ryavallen,Borås,Sweden,T-72,Soviet Union,SUN,T-05,Austria,AUT,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1958-06-11 19:00:00,soviet_union,austria,1,1499.7816806284145,1521.173187460021,-21.39150683160642,21.39150683160642,0.4692539881726621,0.5307460118273379,1.0,0.0,3.0,0.5,1.0,0.2,9.0,1.0,3.0,0.5,1.0,0.2,1,0,-21.39150683160642,21.39150683160642,-8.0,-1.0,0.0,0.0,0.0,0.0,1,1,1
117,WC-1958,1958 FIFA Men's World Cup,M-1958-16,Sweden vs Hungary,group stage,Group 3,1,0,0,0,1958-06-12,19:00,S-208,Råsunda Stadium,Solna,Sweden,T-74,Sweden,SWE,T-36,Hungary,HUN,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1958-06-12 19:00:00,sweden,hungary,1,1504.9733483241791,1548.7047905903555,-43.73144226617637,43.73144226617637,0.4373956616343656,0.5626043383656344,7.0,-2.0,4.0,0.5,1.0,0.2,10.0,8.0,4.0,0.5,1.0,0.2,1,0,-43.73144226617637,43.73144226617637,-3.0,-10.0,0.0,0.0,0.0,0.0,1,1,1
118,WC-1958,1958 FIFA Men's World Cup,M-1958-17,Sweden vs Wales,group stage,Group 3,1,0,0,0,1958-06-15,14:00,S-208,Råsunda Stadium,Solna,Sweden,T-74,Sweden,SWE,T-85,Wales,WAL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1958-06-15 14:00:00,sweden,wales,1,1516.2254350914918,1499.1501739812693,17.075261110222527,17.075261110222527,0.5245535105242263,0.4754464894757737,9.0,-1.0,2.0,0.5,1.0,0.2,2.0,0.0,3.0,0.5,1.0,0.2,1,0,17.075261110222527,17.075261110222527,7.0,-1.0,-1.0,0.0,0.0,0.0,0,1,1
119,WC-1958,1958 FIFA Men's World Cup,M-1958-18,Czechoslovakia vs Argentina,group stage,Group 1,1,0,0,0,1958-06-15,19:00,S-202,Olympia,Helsingborg,Sweden,T-21,Czechoslovakia,CSK,T-03,Argentina,ARG,6–1,6,1,5,-5,0,0,0-0,0,0,home team win,1,0,0,1958-06-15 19:00:00,czechoslovakia,argentina,1,1490.7436275900127,1518.7742048290409,-28.030577239028162,28.030577239028162,0.45974805236809546,0.5402519476319045,1.0,-9.0,4.0,0.5,1.0,0.2,6.0,2.0,4.0,0.5,1.0,0.2,1,0,-28.030577239028162,28.030577239028162,-5.0,-11.0,0.0,0.0,0.0,0.0,1,1,1
120,WC-1958,1958 FIFA Men's World Cup,M-1958-19,West Germany vs Northern Ireland,group stage,Group 1,1,0,0,0,1958-06-15,19:00,S-204,Malmö Stadion,Malmö,Sweden,T-86,West Germany,DEU,T-52,Northern Ireland,NIR,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,1958-06-15 19:00:00,west_germany,northern_ireland,1,1549.6696413576415,1499.933890301187,49.735751056454546,49.735751056454546,0.5710905606055104,0.42890943939448956,13.0,10.0,4.0,0.5,1.0,0.2,3.0,-1.0,4.0,0.5,1.0,0.2,1,0,49.735751056454546,49.735751056454546,10.0,11.0,0.0,0.0,0.0,0.0,0,1,1
121,WC-1958,1958 FIFA Men's World Cup,M-1958-20,France vs Scotland,group stage,Group 2,1,0,0,0,1958-06-15,19:00,S-206,Eyravallen,Örebro,Sweden,T-30,France,FRA,T-64,Scotland,SCO,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1958-06-15 19:00:00,france,scotland,1,1482.7027525208377,1473.3238063418748,9.378946178962906,9.378946178962906,0.5134941108960711,0.4865058891039289,6.0,1.0,4.0,0.5,1.0,0.2,1.0,-9.0,4.0,0.5,1.0,0.2,1,0,9.378946178962906,9.378946178962906,5.0,10.0,0.0,0.0,0.0,0.0,0,0,0
122,WC-1958,1958 FIFA Men's World Cup,M-1958-21,Paraguay vs Yugoslavia,group stage,Group 2,1,0,0,0,1958-06-15,19:00,S-198,Tunavallen,Eskilstuna,Sweden,T-55,Paraguay,PRY,T-87,Yugoslavia,YUG,3–3,3,3,0,0,0,0,0-0,0,0,draw,0,0,1,1958-06-15 19:00:00,paraguay,yugoslavia,1,1491.8965672605211,1525.0674522005638,-33.1708849400427,33.1708849400427,0.45240777545084854,0.5475922245491515,7.0,-4.0,4.0,0.5,1.0,0.2,8.0,0.0,4.0,0.5,1.0,0.2,1,0,-33.1708849400427,33.1708849400427,-1.0,-4.0,0.0,0.0,0.0,0.0,1,1,1
123,WC-1958,1958 FIFA Men's World Cup,M-1958-22,Hungary vs Mexico,group stage,Group 3,1,0,0,0,1958-06-15,19:00,S-207,Jernvallen,Sandviken,Sweden,T-36,Hungary,HUN,T-46,Mexico,MEX,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,1958-06-15 19:00:00,hungary,mexico,1,1537.4527038230428,1422.9745790037634,114.4781248192794,114.4781248192794,0.6590332580760345,0.3409667419239655,7.0,2.0,3.0,0.5,1.0,0.2,1.0,-10.0,4.0,0.5,1.0,0.2,1,0,114.4781248192794,114.4781248192794,6.0,12.0,-1.0,0.0,0.0,0.0,0,0,0
124,WC-1958,1958 FIFA Men's World Cup,M-1958-23,Brazil vs Soviet Union,group stage,Group 4,1,0,0,0,1958-06-15,19:00,S-200,Ullevi,Gothenburg,Sweden,T-09,Brazil,BRA,T-72,Soviet Union,SUN,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1958-06-15 19:00:00,brazil,soviet_union,1,1545.1284432224832,1510.3966008649613,34.73184235752183,34.73184235752183,0.5498173037886516,0.45018269621134843,8.0,6.0,4.0,0.5,1.0,0.2,4.0,2.0,4.0,0.5,1.0,0.2,1,0,34.73184235752183,34.73184235752183,4.0,4.0,0.0,0.0,0.0,0.0,0,0,0
125,WC-1958,1958 FIFA Men's World Cup,M-1958-24,England vs Austria,group stage,Group 4,1,0,0,0,1958-06-15,19:00,S-197,Ryavallen,Borås,Sweden,T-28,England,ENG,T-05,Austria,AUT,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,1958-06-15 19:00:00,england,austria,1,1494.1748808469958,1510.558267223474,-16.383386376478256,16.383386376478256,0.4764398719855431,0.5235601280144568,6.0,0.0,4.0,0.5,1.0,0.2,6.0,-6.0,4.0,0.5,1.0,0.2,1,0,-16.383386376478256,16.383386376478256,0.0,6.0,0.0,0.0,0.0,0.0,1,1,1
126,WC-1958,1958 FIFA Men's World Cup,M-1958-25,Northern Ireland vs Czechoslovakia,group stage,Group 1,1,0,0,0,1958-06-17,19:00,S-204,Malmö Stadion,Malmö,Sweden,T-52,Northern Ireland,NIR,T-21,Czechoslovakia,CSK,2–1,2,1,1,-1,1,0,0-0,0,0,home team win,1,0,0,1958-06-17 19:00:00,northern_ireland,czechoslovakia,1,1501.3557015132972,1501.5486665426508,-0.19296502935367243,0.19296502935367243,0.49972230102851684,0.5002776989714832,4.0,-1.0,2.0,0.5,1.0,0.2,4.0,-3.0,2.0,0.5,1.0,0.2,1,0,-0.19296502935367243,0.19296502935367243,0.0,2.0,0.0,0.0,0.0,0.0,1,1,1
127,WC-1958,1958 FIFA Men's World Cup,M-1958-26,Wales vs Hungary,group stage,Group 3,1,0,0,0,1958-06-17,19:00,S-208,Råsunda Stadium,Solna,Sweden,T-85,Wales,WAL,T-36,Hungary,HUN,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1958-06-17 19:00:00,wales,hungary,1,1499.641244191754,1544.2720386615222,-44.63079446976826,44.63079446976826,0.43612209596634294,0.563877904033657,3.0,0.0,2.0,0.5,1.0,0.2,7.0,4.0,2.0,0.5,1.0,0.2,1,0,-44.63079446976826,44.63079446976826,-4.0,-4.0,0.0,0.0,0.0,0.0,1,1,1
128,WC-1958,1958 FIFA Men's World Cup,M-1958-27,Soviet Union vs England,group stage,Group 4,1,0,0,0,1958-06-17,19:00,S-200,Ullevi,Gothenburg,Sweden,T-72,Soviet Union,SUN,T-28,England,ENG,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1958-06-17 19:00:00,soviet_union,england,1,1501.3929469407344,1494.646083407285,6.746863533449414,6.746863533449414,0.5097082968242219,0.4902917031757781,4.0,0.0,2.0,0.5,1.0,0.2,6.0,0.0,2.0,0.5,1.0,0.2,1,0,6.746863533449414,6.746863533449414,-2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
129,WC-1958,1958 FIFA Men's World Cup,M-1958-28,Brazil vs Wales,quarter-finals,not applicable,0,1,0,0,1958-06-19,19:00,S-200,Ullevi,Gothenburg,Sweden,T-09,Brazil,BRA,T-85,Wales,WAL,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1958-06-19 19:00:00,brazil,wales,1,1554.13209714671,1510.918802272427,43.213294874283065,43.213294874283065,0.561870217880455,0.438129782119545,8.0,3.0,4.0,0.5,1.0,0.2,6.0,1.0,2.0,0.5,1.0,0.2,0,1,43.213294874283065,43.213294874283065,2.0,2.0,2.0,0.0,0.0,0.0,0,0,0
130,WC-1958,1958 FIFA Men's World Cup,M-1958-29,France vs Northern Ireland,quarter-finals,not applicable,0,1,0,0,1958-06-19,19:00,S-205,Idrottsparken,Norrköping,Sweden,T-30,France,FRA,T-52,Northern Ireland,NIR,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,1958-06-19 19:00:00,france,northern_ireland,1,1492.4328703029164,1511.3612554927267,-18.928385189810342,18.928385189810342,0.4727867825417262,0.5272132174582738,9.0,4.0,4.0,0.5,1.0,0.2,7.0,0.0,2.0,0.5,1.0,0.2,0,1,-18.928385189810342,18.928385189810342,2.0,4.0,2.0,0.0,0.0,0.0,1,1,1
131,WC-1958,1958 FIFA Men's World Cup,M-1958-30,Sweden vs Soviet Union,quarter-finals,not applicable,0,1,0,0,1958-06-19,19:00,S-208,Råsunda Stadium,Solna,Sweden,T-74,Sweden,SWE,T-72,Soviet Union,SUN,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1958-06-19 19:00:00,sweden,soviet_union,1,1515.7343648810072,1511.19878100425,4.5355838767573005,4.5355838767573005,0.5065268591266044,0.49347314087339555,10.0,5.0,4.0,0.5,1.0,0.2,7.0,1.0,2.0,0.5,1.0,0.2,0,1,4.5355838767573005,4.5355838767573005,3.0,4.0,2.0,0.0,0.0,0.0,0,0,0
132,WC-1958,1958 FIFA Men's World Cup,M-1958-31,West Germany vs Yugoslavia,quarter-finals,not applicable,0,1,0,0,1958-06-19,19:00,S-204,Malmö Stadion,Malmö,Sweden,T-86,West Germany,DEU,T-87,Yugoslavia,YUG,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1958-06-19 19:00:00,west_germany,yugoslavia,1,1548.2478301455312,1524.115607709581,24.132222435950325,24.132222435950325,0.5346733180322861,0.4653266819677139,11.0,8.0,4.0,0.5,1.0,0.2,6.0,-1.0,4.0,0.5,1.0,0.2,0,1,24.132222435950325,24.132222435950325,5.0,9.0,0.0,0.0,0.0,0.0,0,0,0
133,WC-1958,1958 FIFA Men's World Cup,M-1958-32,Brazil vs France,semi-finals,not applicable,0,1,0,0,1958-06-24,19:00,S-208,Råsunda Stadium,Solna,Sweden,T-09,Brazil,BRA,T-30,France,FRA,5–2,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0,1958-06-24 19:00:00,brazil,france,1,1562.8946927891009,1502.977134652082,59.91755813701889,59.91755813701889,0.5853834997663655,0.4146165002336345,10.0,4.0,5.0,0.5,1.0,0.2,12.0,9.0,5.0,0.5,1.0,0.2,0,1,59.91755813701889,59.91755813701889,-2.0,-5.0,0.0,0.0,0.0,0.0,0,0,0
134,WC-1958,1958 FIFA Men's World Cup,M-1958-33,Sweden vs West Germany,semi-finals,not applicable,0,1,0,0,1958-06-24,19:00,S-200,Ullevi,Gothenburg,Sweden,T-74,Sweden,SWE,T-86,West Germany,DEU,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,1958-06-24 19:00:00,sweden,west_germany,1,1525.603827698475,1557.5543637848855,-31.950536086410466,31.950536086410466,0.45414866197547665,0.5458513380245233,13.0,8.0,5.0,0.5,1.0,0.2,11.0,4.0,5.0,0.5,1.0,0.2,0,1,-31.950536086410466,31.950536086410466,2.0,4.0,0.0,0.0,0.0,0.0,1,1,1
135,WC-1958,1958 FIFA Men's World Cup,M-1958-34,France vs West Germany,third-place match,not applicable,0,1,0,0,1958-06-28,17:00,S-200,Ullevi,Gothenburg,Sweden,T-30,France,FRA,T-86,West Germany,DEU,6–3,6,3,3,-3,0,0,0-0,0,0,home team win,1,0,0,1958-06-28 17:00:00,france,west_germany,1,1494.6848046474092,1546.637337024395,-51.9525323769858,51.9525323769858,0.42578660145579744,0.5742133985442026,9.0,5.0,3.0,0.5,1.0,0.2,8.0,1.0,3.0,0.5,1.0,0.2,0,1,-51.9525323769858,51.9525323769858,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1
136,WC-1958,1958 FIFA Men's World Cup,M-1958-35,Brazil vs Sweden,final,not applicable,0,1,0,0,1958-06-29,15:00,S-208,Råsunda Stadium,Solna,Sweden,T-09,Brazil,BRA,T-74,Sweden,SWE,5–2,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0,1958-06-29 15:00:00,brazil,sweden,1,1571.1870227937736,1536.5208544589655,34.66616833480816,34.66616833480816,0.5497237277422945,0.4502762722577055,13.0,9.0,4.0,0.5,1.0,0.2,13.0,8.0,4.0,0.5,1.0,0.2,0,1,34.66616833480816,34.66616833480816,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
137,WC-1962,1962 FIFA Men's World Cup,M-1962-01,Uruguay vs Colombia,group stage,Group 1,1,0,0,0,1962-05-30,15:00,S-030,Estadio Carlos Dittborn,Arica,Chile,T-84,Uruguay,URY,T-16,Colombia,COL,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1962-05-30 15:00:00,uruguay,colombia,1,1567.097444574917,1500.0,67.09744457491706,67.09744457491706,0.5953781780604676,0.40462182193953244,9.0,7.0,2887.0,0.5,1.0,0.2,,,-1.0,0.5,1.0,0.2,1,0,67.09744457491706,67.09744457491706,0.0,0.0,2888.0,0.0,0.0,0.0,0,0,0
138,WC-1962,1962 FIFA Men's World Cup,M-1962-02,Chile vs Switzerland,group stage,Group 2,1,0,0,0,1962-05-30,15:00,S-032,Estadio Nacional,Santiago,Chile,T-13,Chile,CHL,T-75,Switzerland,CHE,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,1962-05-30 15:00:00,chile,switzerland,1,1499.7775317283952,1504.3688148429273,-4.591283114532189,4.591283114532189,0.4933929970540079,0.5066070029459921,6.0,-2.0,4350.0,0.5,1.0,0.2,9.0,1.0,2894.0,0.5,1.0,0.2,1,0,-4.591283114532189,4.591283114532189,-3.0,-3.0,1456.0,0.0,0.0,0.0,1,1,1
139,WC-1962,1962 FIFA Men's World Cup,M-1962-03,Brazil vs Mexico,group stage,Group 3,1,0,0,0,1962-05-30,15:00,S-033,Estadio Sausalito,Viña del Mar,Chile,T-09,Brazil,BRA,T-46,Mexico,MEX,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1962-05-30 15:00:00,brazil,mexico,1,1580.1925482389277,1416.155244165284,164.03730407364355,164.03730407364355,0.7199623030387682,0.2800376969612318,13.0,9.0,1431.0,0.5,1.0,0.2,1.0,-13.0,1444.0,0.5,1.0,0.2,1,0,164.03730407364355,164.03730407364355,12.0,22.0,-13.0,0.0,0.0,0.0,0,0,0
140,WC-1962,1962 FIFA Men's World Cup,M-1962-04,Argentina vs Bulgaria,group stage,Group 4,1,0,0,0,1962-05-30,15:00,S-031,Estadio El Teniente,Rancagua,Chile,T-03,Argentina,ARG,T-10,Bulgaria,BGR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1962-05-30 15:00:00,argentina,bulgaria,1,1507.9691658764027,1500.0,7.9691658764027125,7.9691658764027125,0.5114665407747112,0.4885334592252888,3.0,-8.0,1444.0,0.5,1.0,0.2,,,-1.0,0.5,1.0,0.2,1,0,7.9691658764027125,7.9691658764027125,0.0,0.0,1445.0,0.0,0.0,0.0,0,0,0
141,WC-1962,1962 FIFA Men's World Cup,M-1962-05,Soviet Union vs Yugoslavia,group stage,Group 1,1,0,0,0,1962-05-31,15:00,S-030,Estadio Carlos Dittborn,Arica,Chile,T-72,Soviet Union,SUN,T-87,Yugoslavia,YUG,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1962-05-31 15:00:00,soviet_union,yugoslavia,1,1501.329318186782,1514.8090740702266,-13.479755883444568,13.479755883444568,0.48061079961145503,0.519389200388545,7.0,-1.0,1441.0,0.5,1.0,0.2,5.0,-2.0,1441.0,0.5,1.0,0.2,1,0,-13.479755883444568,13.479755883444568,2.0,1.0,0.0,0.0,0.0,0.0,1,1,1
142,WC-1962,1962 FIFA Men's World Cup,M-1962-06,West Germany vs Italy,group stage,Group 2,1,0,0,0,1962-05-31,15:00,S-032,Estadio Nacional,Santiago,Chile,T-86,West Germany,DEU,T-41,Italy,ITA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1962-05-31 15:00:00,west_germany,italy,1,1535.153069053511,1554.3989900254287,-19.245920971917712,19.245920971917712,0.47233118826252996,0.52766881173747,5.0,-4.0,1432.0,0.5,1.0,0.2,6.0,0.0,2898.0,0.5,1.0,0.2,1,0,-19.245920971917712,19.245920971917712,-1.0,-4.0,-1466.0,0.0,0.0,0.0,1,1,1
143,WC-1962,1962 FIFA Men's World Cup,M-1962-07,Czechoslovakia vs Spain,group stage,Group 3,1,0,0,0,1962-05-31,15:00,S-033,Estadio Sausalito,Viña del Mar,Chile,T-21,Czechoslovakia,CSK,T-73,Spain,ESP,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1962-05-31 15:00:00,czechoslovakia,spain,1,1491.5431125632213,1509.0046340290755,-17.461521465854275,17.461521465854275,0.4748919871297628,0.5251080128702372,4.0,-2.0,1443.0,0.5,1.0,0.2,7.0,-4.0,4337.0,0.5,1.0,0.2,1,0,-17.461521465854275,17.461521465854275,-3.0,2.0,-2894.0,0.0,0.0,0.0,1,1,1
144,WC-1962,1962 FIFA Men's World Cup,M-1962-08,Hungary vs England,group stage,Group 4,1,0,0,0,1962-05-31,15:00,S-031,Estadio El Teniente,Rancagua,Chile,T-36,Hungary,HUN,T-28,England,ENG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1962-05-31 15:00:00,hungary,england,1,1532.994480580849,1484.8402493437695,48.15423123707956,48.15423123707956,0.5688591520719756,0.43114084792802443,4.0,1.0,1443.0,0.5,1.0,0.2,3.0,-3.0,1443.0,0.5,1.0,0.2,1,0,48.15423123707956,48.15423123707956,1.0,4.0,0.0,0.0,0.0,0.0,0,0,0
145,WC-1962,1962 FIFA Men's World Cup,M-1962-09,Yugoslavia vs Uruguay,group stage,Group 1,1,0,0,0,1962-06-02,15:00,S-030,Estadio Carlos Dittborn,Arica,Chile,T-87,Yugoslavia,YUG,T-84,Uruguay,URY,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,1962-06-02 15:00:00,yugoslavia,uruguay,1,1504.4212900624557,1575.1898810137077,-70.76859095125201,70.76859095125201,0.39954129222851814,0.6004587077714818,5.0,-2.0,2.0,0.5,1.0,0.2,9.0,6.0,3.0,0.5,1.0,0.2,1,0,-70.76859095125201,70.76859095125201,-4.0,-8.0,-1.0,0.0,0.0,0.0,1,1,1
146,WC-1962,1962 FIFA Men's World Cup,M-1962-10,Chile vs Italy,group stage,Group 2,1,0,0,0,1962-06-02,15:00,S-032,Estadio Nacional,Santiago,Chile,T-13,Chile,CHL,T-41,Italy,ITA,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1962-06-02 15:00:00,chile,italy,1,1509.909671787315,1553.8456137906794,-43.93594200336452,43.93594200336452,0.4371059980208894,0.5628940019791107,6.0,-1.0,3.0,0.5,1.0,0.2,7.0,1.0,2.0,0.5,1.0,0.2,1,0,-43.93594200336452,43.93594200336452,-1.0,-2.0,1.0,0.0,0.0,0.0,1,1,1
147,WC-1962,1962 FIFA Men's World Cup,M-1962-11,Brazil vs Czechoslovakia,group stage,Group 3,1,0,0,0,1962-06-02,15:00,S-033,Estadio Sausalito,Viña del Mar,Chile,T-09,Brazil,BRA,T-21,Czechoslovakia,CSK,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1962-06-02 15:00:00,brazil,czechoslovakia,1,1585.7933021781523,1502.045272820626,83.74802935752632,83.74802935752632,0.618241845018091,0.381758154981909,15.0,11.0,3.0,0.5,1.0,0.2,7.0,4.0,2.0,0.5,1.0,0.2,1,0,83.74802935752632,83.74802935752632,8.0,7.0,1.0,0.0,0.0,0.0,0,1,1
148,WC-1962,1962 FIFA Men's World Cup,M-1962-12,England vs Argentina,group stage,Group 4,1,0,0,0,1962-06-02,15:00,S-031,Estadio El Teniente,Rancagua,Chile,T-28,England,ENG,T-03,Argentina,ARG,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,1962-06-02 15:00:00,england,argentina,1,1476.2174323852091,1517.7398350609085,-41.52240267569937,41.52240267569937,0.44052733720253245,0.5594726627974675,3.0,-2.0,2.0,0.5,1.0,0.2,6.0,-5.0,3.0,0.5,1.0,0.2,1,0,-41.52240267569937,41.52240267569937,-3.0,3.0,-1.0,0.0,0.0,0.0,1,1,1
149,WC-1962,1962 FIFA Men's World Cup,M-1962-13,Soviet Union vs Colombia,group stage,Group 1,1,0,0,0,1962-06-03,15:00,S-030,Estadio Carlos Dittborn,Arica,Chile,T-72,Soviet Union,SUN,T-16,Colombia,COL,4–4,4,4,0,0,0,0,0-0,0,0,draw,0,0,1,1962-06-03 15:00:00,soviet_union,colombia,1,1511.717102194553,1491.9075635612094,19.809538633343664,19.809538633343664,0.5284773656334414,0.4715226343665586,9.0,1.0,3.0,0.5,1.0,0.2,0.0,-1.0,4.0,0.5,1.0,0.2,1,0,19.809538633343664,19.809538633343664,9.0,2.0,-1.0,0.0,0.0,0.0,0,1,1
