key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,match_dt,home_slug,away_slug,is_world_cup,elo_home_pre,elo_away_pre,elo_diff_pre,elo_gap_pre,elo_home_exp,elo_away_exp,home_points_last5,home_gd_last5,home_rest_days,home_concede_first_rate,home_points_after_concede_first,home_late_concede_rate_75p,away_points_last5,away_gd_last5,away_rest_days,away_concede_first_rate,away_points_after_concede_first,away_late_concede_rate_75p,is_group_stage,is_knockout,elo_diff,elo_gap,points_last5_diff,gd_last5_diff,rest_days_diff,concede_first_rate_diff,points_after_concede_first_diff,late_concede_rate_75p_diff,underdog_is_home,y_upset_avoid_loss,y_upset
584,WC-1998,1998 FIFA Men's World Cup,M-1998-16,Germany vs United States,group stage,Group F,1,0,0,0,1998-06-15,21:00,S-068,Parc des Princes,Paris,France,T-31,Germany,DEU,T-83,United States,USA,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1998-06-15 21:00:00,germany,united_states,1,1558.9518499412777,1544.5700774150619,14.381772526215855,14.381772526215855,0.5206852212482795,0.47931477875172046,9.0,6.0,1093.0,0.5,1.0,0.2,12.0,10.0,1094.0,0.5,1.0,0.2,1,0,14.381772526215855,14.381772526215855,-3.0,-4.0,-1.0,0.0,0.0,0.0,0,0,0
585,WC-1998,1998 FIFA Men's World Cup,M-1998-17,Scotland vs Norway,group stage,Group A,1,0,0,0,1998-06-16,17:30,S-056,Stade du Parc Lescure,Bordeaux,France,T-64,Scotland,SCO,T-53,Norway,NOR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1998-06-16 17:30:00,scotland,norway,1,1465.8803744914667,1569.3872682588656,-103.50689376739888,103.50689376739888,0.35529748324634025,0.6447025167536597,4.0,-2.0,6.0,0.5,1.0,0.2,13.0,12.0,5.0,0.5,1.0,0.2,1,0,-103.50689376739888,103.50689376739888,-9.0,-14.0,1.0,0.0,0.0,0.0,1,1,1
586,WC-1998,1998 FIFA Men's World Cup,M-1998-18,Brazil vs Morocco,group stage,Group A,1,0,0,0,1998-06-16,21:00,S-066,Stade de la Beaujoire,Nantes,France,T-09,Brazil,BRA,T-47,Morocco,MAR,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,1998-06-16 21:00:00,brazil,morocco,1,1661.1784550295063,1463.583062201195,197.59539282831133,197.59539282831133,0.7572112430164011,0.24278875698359892,7.0,-4.0,6.0,0.5,1.0,0.2,1.0,-4.0,6.0,0.5,1.0,0.2,1,0,197.59539282831133,197.59539282831133,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
587,WC-1998,1998 FIFA Men's World Cup,M-1998-19,Chile vs Austria,group stage,Group B,1,0,0,0,1998-06-17,17:30,S-074,Stade Geoffroy-Guichard,Saint-Étienne,France,T-13,Chile,CHL,T-05,Austria,AUT,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1998-06-17 17:30:00,chile,austria,1,1476.176040087283,1507.2836320762954,-31.107591989012462,31.107591989012462,0.4553518200034638,0.5446481799965361,2.0,-5.0,6.0,0.5,1.0,0.2,5.0,-1.0,5.0,0.5,1.0,0.2,1,0,-31.107591989012462,31.107591989012462,-3.0,-4.0,1.0,0.0,0.0,0.0,1,1,1
588,WC-1998,1998 FIFA Men's World Cup,M-1998-20,Italy vs Cameroon,group stage,Group B,1,0,0,0,1998-06-17,21:00,S-065,Stade de la Mosson,Montpellier,France,T-41,Italy,ITA,T-11,Cameroon,CMR,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,1998-06-17 21:00:00,italy,cameroon,1,1627.2076799075273,1498.33867063128,128.86900927624743,128.86900927624743,0.6773958205219803,0.32260417947801967,11.0,3.0,6.0,0.5,1.0,0.2,2.0,-9.0,6.0,0.5,1.0,0.2,1,0,128.86900927624743,128.86900927624743,9.0,12.0,0.0,0.0,0.0,0.0,0,0,0
589,WC-1998,1998 FIFA Men's World Cup,M-1998-21,South Africa vs Denmark,group stage,Group C,1,0,0,0,1998-06-18,17:30,S-076,Stade de Toulouse,Toulouse,France,T-70,South Africa,ZAF,T-22,Denmark,DNK,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1998-06-18 17:30:00,south_africa,denmark,1,1491.0155654011749,1500.256567174156,-9.241001772981235,9.241001772981235,0.4867042645838467,0.5132957354161534,0.0,-3.0,5.0,0.5,1.0,0.2,6.0,0.0,6.0,0.5,1.0,0.2,1,0,-9.241001772981235,9.241001772981235,-6.0,-3.0,-1.0,0.0,0.0,0.0,1,1,1
590,WC-1998,1998 FIFA Men's World Cup,M-1998-22,France vs Saudi Arabia,group stage,Group C,1,0,0,0,1998-06-18,21:00,S-073,Stade de France,Saint-Denis,France,T-30,France,FRA,T-63,Saudi Arabia,SAU,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,1998-06-18 21:00:00,france,saudi_arabia,1,1544.3908512640332,1490.0193556021272,54.37149566190601,54.37149566190601,0.5776143051844117,0.4223856948155883,10.0,5.0,6.0,0.5,1.0,0.2,6.0,-2.0,6.0,0.5,1.0,0.2,1,0,54.37149566190601,54.37149566190601,4.0,7.0,0.0,0.0,0.0,0.0,0,0,0
591,WC-1998,1998 FIFA Men's World Cup,M-1998-23,Nigeria vs Bulgaria,group stage,Group D,1,0,0,0,1998-06-19,17:30,S-068,Parc des Princes,Paris,France,T-50,Nigeria,NGA,T-10,Bulgaria,BGR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1998-06-19 17:30:00,nigeria,bulgaria,1,1474.9425228177606,1446.7128193557876,28.22970346197303,28.22970346197303,0.5405366429385435,0.45946335706145647,4.0,-9.0,6.0,0.5,1.0,0.2,5.0,-4.0,7.0,0.5,1.0,0.2,1,0,28.22970346197303,28.22970346197303,-1.0,-5.0,-1.0,0.0,0.0,0.0,0,0,0
592,WC-1998,1998 FIFA Men's World Cup,M-1998-24,Spain vs Paraguay,group stage,Group D,1,0,0,0,1998-06-19,21:00,S-074,Stade Geoffroy-Guichard,Saint-Étienne,France,T-73,Spain,ESP,T-55,Paraguay,PRY,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1998-06-19 21:00:00,spain,paraguay,1,1515.7216813974835,1489.8702723164283,25.85140908105518,25.85140908105518,0.5371346639367208,0.4628653360632792,7.0,3.0,6.0,0.5,1.0,0.2,6.0,-2.0,7.0,0.5,1.0,0.2,1,0,25.85140908105518,25.85140908105518,1.0,5.0,-1.0,0.0,0.0,0.0,0,1,1
593,WC-1998,1998 FIFA Men's World Cup,M-1998-25,Japan vs Croatia,group stage,Group H,1,0,0,0,1998-06-20,14:30,S-066,Stade de la Beaujoire,Nantes,France,T-44,Japan,JPN,T-18,Croatia,HRV,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,1998-06-20 14:30:00,japan,croatia,1,1457.9982697447044,1510.0,-52.00173025529557,52.00173025529557,0.4257173612653584,0.5742826387346416,3.0,-7.0,6.0,0.5,1.0,0.2,3.0,2.0,5.0,0.5,1.0,0.2,1,0,-52.00173025529557,52.00173025529557,0.0,-9.0,1.0,0.0,0.0,0.0,1,0,0
594,WC-1998,1998 FIFA Men's World Cup,M-1998-26,Belgium vs Mexico,group stage,Group E,1,0,0,0,1998-06-20,17:30,S-056,Stade du Parc Lescure,Bordeaux,France,T-06,Belgium,BEL,T-46,Mexico,MEX,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,1998-06-20 17:30:00,belgium,mexico,1,1467.6171036382789,1469.6990384211872,-2.08193478290832,2.08193478290832,0.49700389086356395,0.5029961091364361,7.0,0.0,6.0,0.5,1.0,0.2,8.0,2.0,7.0,0.5,1.0,0.2,1,0,-2.08193478290832,2.08193478290832,-1.0,-2.0,-1.0,0.0,0.0,0.0,1,1,1
595,WC-1998,1998 FIFA Men's World Cup,M-1998-27,Netherlands vs South Korea,group stage,Group E,1,0,0,0,1998-06-20,21:00,S-064,Stade Vélodrome,Marseille,France,T-48,Netherlands,NLD,T-71,South Korea,KOR,5–0,5,0,5,-5,0,0,0-0,0,0,home team win,1,0,0,1998-06-20 21:00:00,netherlands,south_korea,1,1534.2613840055283,1423.8219169696124,110.43946703591587,110.43946703591587,0.6537900010354167,0.34620999896458327,7.0,1.0,7.0,0.5,1.0,0.2,2.0,-4.0,7.0,0.5,1.0,0.2,1,0,110.43946703591587,110.43946703591587,5.0,5.0,0.0,0.0,0.0,0.0,0,0,0
596,WC-1998,1998 FIFA Men's World Cup,M-1998-28,Germany vs Yugoslavia,group stage,Group F,1,0,0,0,1998-06-21,14:30,S-060,Stade Félix-Bollaert,Lens,France,T-31,Germany,DEU,T-87,Yugoslavia,YUG,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,1998-06-21 14:30:00,germany,yugoslavia,1,1568.5381455163122,1532.8529433051913,35.685202211120895,35.685202211120895,0.5511753043538035,0.44882469564619654,12.0,9.0,5.0,0.5,1.0,0.2,13.0,6.0,6.0,0.5,1.0,0.2,1,0,35.685202211120895,35.685202211120895,-1.0,3.0,-1.0,0.0,0.0,0.0,0,1,1
597,WC-1998,1998 FIFA Men's World Cup,M-1998-29,Argentina vs Jamaica,group stage,Group H,1,0,0,0,1998-06-21,17:30,S-068,Parc des Princes,Paris,France,T-03,Argentina,ARG,T-43,Jamaica,JAM,5–0,5,0,5,-5,0,0,0-0,0,0,home team win,1,0,0,1998-06-21 17:30:00,argentina,jamaica,1,1578.4159971878607,1490.0,88.41599718786074,88.41599718786074,0.6245634381134902,0.37543656188650976,9.0,3.0,7.0,0.5,1.0,0.2,0.0,-2.0,6.0,0.5,1.0,0.2,1,0,88.41599718786074,88.41599718786074,9.0,5.0,1.0,0.0,0.0,0.0,0,0,0
598,WC-1998,1998 FIFA Men's World Cup,M-1998-30,United States vs Iran,group stage,Group F,1,0,0,0,1998-06-21,21:00,S-063,Stade de Gerland,Lyon,France,T-83,United States,USA,T-38,Iran,IRN,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,1998-06-21 21:00:00,united_states,iran,1,1534.9837818400274,1471.6673372324858,63.3164446075416,63.3164446075416,0.5901241800435754,0.40987581995642464,9.0,6.0,6.0,0.5,1.0,0.2,1.0,-7.0,7.0,0.5,1.0,0.2,1,0,63.3164446075416,63.3164446075416,8.0,13.0,-1.0,0.0,0.0,0.0,0,1,1
599,WC-1998,1998 FIFA Men's World Cup,M-1998-31,Colombia vs Tunisia,group stage,Group G,1,0,0,0,1998-06-22,17:30,S-065,Stade de la Mosson,Montpellier,France,T-16,Colombia,COL,T-79,Tunisia,TUN,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1998-06-22 17:30:00,colombia,tunisia,1,1460.9007662602355,1494.5708915816078,-33.670125321372325,33.670125321372325,0.45169591798833403,0.548304082011666,3.0,-3.0,7.0,0.5,1.0,0.2,4.0,-1.0,7.0,0.5,1.0,0.2,1,0,-33.670125321372325,33.670125321372325,-1.0,-2.0,0.0,0.0,0.0,0.0,1,1,1
600,WC-1998,1998 FIFA Men's World Cup,M-1998-32,Romania vs England,group stage,Group G,1,0,0,0,1998-06-22,21:00,S-076,Stade de Toulouse,Toulouse,France,T-61,Romania,ROU,T-28,England,ENG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1998-06-22 21:00:00,romania,england,1,1515.26083875635,1570.5687756435927,-55.307936887242704,55.307936887242704,0.4210710735678965,0.5789289264321035,10.0,0.0,7.0,0.5,1.0,0.2,9.0,-1.0,7.0,0.5,1.0,0.2,1,0,-55.307936887242704,55.307936887242704,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1
601,WC-1998,1998 FIFA Men's World Cup,M-1998-33,Chile vs Cameroon,group stage,Group B,1,0,0,0,1998-06-23,16:00,S-066,Stade de la Beaujoire,Nantes,France,T-13,Chile,CHL,T-11,Cameroon,CMR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1998-06-23 16:00:00,chile,cameroon,1,1477.0690036872136,1491.8865870417196,-14.817583354506041,14.817583354506041,0.4786887028023637,0.5213112971976364,2.0,-5.0,5.0,0.5,1.0,0.2,2.0,-11.0,5.0,0.5,1.0,0.2,1,0,-14.817583354506041,14.817583354506041,0.0,6.0,0.0,0.0,0.0,0.0,1,1,1
602,WC-1998,1998 FIFA Men's World Cup,M-1998-34,Italy vs Austria,group stage,Group B,1,0,0,0,1998-06-23,16:00,S-073,Stade de France,Saint-Denis,France,T-41,Italy,ITA,T-05,Austria,AUT,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1998-06-23 16:00:00,italy,austria,1,1633.6597634970876,1506.3906684763647,127.26909502072294,127.26909502072294,0.675379906719058,0.324620093280942,11.0,5.0,5.0,0.5,1.0,0.2,5.0,-1.0,5.0,0.5,1.0,0.2,1,0,127.26909502072294,127.26909502072294,6.0,6.0,0.0,0.0,0.0,0.0,0,0,0
603,WC-1998,1998 FIFA Men's World Cup,M-1998-35,Brazil vs Norway,group stage,Group A,1,0,0,0,1998-06-23,21:00,S-064,Stade Vélodrome,Marseille,France,T-09,Brazil,BRA,T-53,Norway,NOR,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,1998-06-23 21:00:00,brazil,norway,1,1666.0342301691783,1566.4932179237924,99.5410122453859,99.5410122453859,0.6394560724918439,0.3605439275081561,9.0,-1.0,7.0,0.5,1.0,0.2,11.0,5.0,7.0,0.5,1.0,0.2,1,0,99.5410122453859,99.5410122453859,-2.0,-6.0,0.0,0.0,0.0,0.0,0,1,1
604,WC-1998,1998 FIFA Men's World Cup,M-1998-36,Scotland vs Morocco,group stage,Group A,1,0,0,0,1998-06-23,21:00,S-074,Stade Geoffroy-Guichard,Saint-Étienne,France,T-64,Scotland,SCO,T-47,Morocco,MAR,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,1998-06-23 21:00:00,scotland,morocco,1,1468.7744248265399,1458.727287061523,10.047137765016942,10.047137765016942,0.514454964431516,0.48554503556848405,4.0,-2.0,7.0,0.5,1.0,0.2,1.0,-6.0,7.0,0.5,1.0,0.2,1,0,10.047137765016942,10.047137765016942,3.0,4.0,0.0,0.0,0.0,0.0,0,1,1
605,WC-1998,1998 FIFA Men's World Cup,M-1998-37,France vs Denmark,group stage,Group C,1,0,0,0,1998-06-24,16:00,S-063,Stade de Gerland,Lyon,France,T-30,France,FRA,T-22,Denmark,DNK,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1998-06-24 16:00:00,france,denmark,1,1552.838565160345,1499.990652465833,52.84791269451216,52.84791269451216,0.5754730822201337,0.4245269177798663,10.0,7.0,5.0,0.5,1.0,0.2,4.0,-5.0,5.0,0.5,1.0,0.2,1,0,52.84791269451216,52.84791269451216,6.0,12.0,0.0,0.0,0.0,0.0,0,0,0
606,WC-1998,1998 FIFA Men's World Cup,M-1998-38,South Africa vs Saudi Arabia,group stage,Group C,1,0,0,0,1998-06-24,16:00,S-056,Stade du Parc Lescure,Bordeaux,France,T-70,South Africa,ZAF,T-63,Saudi Arabia,SAU,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,1998-06-24 16:00:00,south_africa,saudi_arabia,1,1491.2814801094978,1481.5716417058154,9.709838403682397,9.709838403682397,0.5139699438705072,0.4860300561294928,1.0,-3.0,5.0,0.5,1.0,0.2,6.0,-5.0,5.0,0.5,1.0,0.2,1,0,9.709838403682397,9.709838403682397,-5.0,2.0,0.0,0.0,0.0,0.0,0,1,1
607,WC-1998,1998 FIFA Men's World Cup,M-1998-39,Nigeria vs Paraguay,group stage,Group D,1,0,0,0,1998-06-24,21:00,S-076,Stade de Toulouse,Toulouse,France,T-50,Nigeria,NGA,T-55,Paraguay,PRY,1–3,1,3,-2,2,0,0,0-0,0,0,away team win,0,1,0,1998-06-24 21:00:00,nigeria,paraguay,1,1484.1317899589897,1490.6129655951627,-6.48117563617302,6.48117563617302,0.49067392024661216,0.5093260797533878,7.0,-7.0,5.0,0.5,1.0,0.2,4.0,-3.0,5.0,0.5,1.0,0.2,1,0,-6.48117563617302,6.48117563617302,3.0,-4.0,0.0,0.0,0.0,0.0,1,0,0
608,WC-1998,1998 FIFA Men's World Cup,M-1998-40,Spain vs Bulgaria,group stage,Group D,1,0,0,0,1998-06-24,21:00,S-060,Stade Félix-Bollaert,Lens,France,T-73,Spain,ESP,T-10,Bulgaria,BGR,6–1,6,1,5,-5,0,0,0-0,0,0,home team win,1,0,0,1998-06-24 21:00:00,spain,bulgaria,1,1514.9789881187492,1437.5235522145585,77.45543590419061,77.45543590419061,0.6096566825535976,0.3903433174464024,7.0,3.0,5.0,0.5,1.0,0.2,4.0,-5.0,5.0,0.5,1.0,0.2,1,0,77.45543590419061,77.45543590419061,3.0,8.0,0.0,0.0,0.0,0.0,0,0,0
609,WC-1998,1998 FIFA Men's World Cup,M-1998-41,Belgium vs South Korea,group stage,Group E,1,0,0,0,1998-06-25,16:00,S-068,Parc des Princes,Paris,France,T-06,Belgium,BEL,T-71,South Korea,KOR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1998-06-25 16:00:00,belgium,south_korea,1,1467.6770258210076,1416.8977169903208,50.77930883068689,50.77930883068689,0.5725613688232085,0.4274386311767915,5.0,-1.0,4.0,0.5,1.0,0.2,2.0,-8.0,4.0,0.5,1.0,0.2,1,0,50.77930883068689,50.77930883068689,3.0,7.0,0.0,0.0,0.0,0.0,0,1,1
610,WC-1998,1998 FIFA Men's World Cup,M-1998-42,Netherlands vs Mexico,group stage,Group E,1,0,0,0,1998-06-25,16:00,S-074,Stade Geoffroy-Guichard,Saint-Étienne,France,T-48,Netherlands,NLD,T-46,Mexico,MEX,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,1998-06-25 16:00:00,netherlands,mexico,1,1541.18558398482,1469.6391162384584,71.54646774636149,71.54646774636149,0.6015324877158604,0.39846751228413957,10.0,7.0,4.0,0.5,1.0,0.2,9.0,3.0,4.0,0.5,1.0,0.2,1,0,71.54646774636149,71.54646774636149,1.0,4.0,0.0,0.0,0.0,0.0,0,1,1
611,WC-1998,1998 FIFA Men's World Cup,M-1998-43,Germany vs Iran,group stage,Group F,1,0,0,0,1998-06-25,21:00,S-065,Stade de la Mosson,Montpellier,France,T-31,Germany,DEU,T-38,Iran,IRN,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1998-06-25 21:00:00,germany,iran,1,1567.514639429236,1483.4698208333573,84.04481859587872,84.04481859587872,0.618644991372746,0.381355008627254,10.0,4.0,4.0,0.5,1.0,0.2,4.0,-6.0,4.0,0.5,1.0,0.2,1,0,84.04481859587872,84.04481859587872,6.0,10.0,0.0,0.0,0.0,0.0,0,0,0
612,WC-1998,1998 FIFA Men's World Cup,M-1998-44,United States vs Yugoslavia,group stage,Group F,1,0,0,0,1998-06-25,21:00,S-066,Stade de la Beaujoire,Nantes,France,T-83,United States,USA,T-87,Yugoslavia,YUG,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,1998-06-25 21:00:00,united_states,yugoslavia,1,1523.181298239156,1533.8764493922674,-10.69515115311151,10.69515115311151,0.4846133000831074,0.5153866999168926,6.0,2.0,4.0,0.5,1.0,0.2,11.0,5.0,4.0,0.5,1.0,0.2,1,0,-10.69515115311151,10.69515115311151,-5.0,-3.0,0.0,0.0,0.0,0.0,1,0,0
613,WC-1998,1998 FIFA Men's World Cup,M-1998-45,Argentina vs Croatia,group stage,Group H,1,0,0,0,1998-06-26,16:00,S-056,Stade du Parc Lescure,Bordeaux,France,T-03,Argentina,ARG,T-18,Croatia,HRV,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1998-06-26 16:00:00,argentina,croatia,1,1585.924728425591,1518.5143472253071,67.41038120028384,67.41038120028384,0.5958120679966185,0.40418793200338154,9.0,4.0,4.0,0.5,1.0,0.2,6.0,3.0,6.0,0.5,1.0,0.2,1,0,67.41038120028384,67.41038120028384,3.0,1.0,-2.0,0.0,0.0,0.0,0,0,0
614,WC-1998,1998 FIFA Men's World Cup,M-1998-46,Japan vs Jamaica,group stage,Group H,1,0,0,0,1998-06-26,16:00,S-063,Stade de Gerland,Lyon,France,T-44,Japan,JPN,T-43,Jamaica,JAM,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,1998-06-26 16:00:00,japan,jamaica,1,1449.4839225193973,1482.4912687622698,-33.00734624287247,33.00734624287247,0.4526410046873354,0.5473589953126645,3.0,-7.0,6.0,0.5,1.0,0.2,0.0,-7.0,4.0,0.5,1.0,0.2,1,0,-33.00734624287247,33.00734624287247,3.0,0.0,2.0,0.0,0.0,0.0,1,0,0
615,WC-1998,1998 FIFA Men's World Cup,M-1998-47,Colombia vs England,group stage,Group G,1,0,0,0,1998-06-26,21:00,S-060,Stade Félix-Bollaert,Lens,France,T-16,Colombia,COL,T-28,England,ENG,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,1998-06-26 21:00:00,colombia,england,1,1471.8668479004689,1558.9901971149507,-87.12334921448178,87.12334921448178,0.37718298636837827,0.6228170136316218,6.0,-1.0,4.0,0.5,1.0,0.2,6.0,-3.0,4.0,0.5,1.0,0.2,1,0,-87.12334921448178,87.12334921448178,0.0,2.0,0.0,0.0,0.0,0.0,1,0,0
616,WC-1998,1998 FIFA Men's World Cup,M-1998-48,Romania vs Tunisia,group stage,Group G,1,0,0,0,1998-06-26,21:00,S-073,Stade de France,Saint-Denis,France,T-61,Romania,ROU,T-79,Tunisia,TUN,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1998-06-26 21:00:00,romania,tunisia,1,1526.8394172849921,1483.6048099413745,43.234607343617654,43.234607343617654,0.5619004191333616,0.43809958086663836,13.0,4.0,4.0,0.5,1.0,0.2,4.0,-2.0,4.0,0.5,1.0,0.2,1,0,43.234607343617654,43.234607343617654,9.0,6.0,0.0,0.0,0.0,0.0,0,1,1
617,WC-1998,1998 FIFA Men's World Cup,M-1998-49,Italy vs Norway,round of 16,not applicable,0,1,0,0,1998-06-27,16:30,S-064,Stade Vélodrome,Marseille,France,T-41,Italy,ITA,T-53,Norway,NOR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,1998-06-27 16:30:00,italy,norway,1,1640.1521653627065,1579.2823393736292,60.8698259890773,60.8698259890773,0.5867133341856614,0.4132866658143386,11.0,5.0,4.0,0.5,1.0,0.2,11.0,4.0,3.0,0.5,1.0,0.2,0,1,60.8698259890773,60.8698259890773,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0
618,WC-1998,1998 FIFA Men's World Cup,M-1998-50,Brazil vs Chile,round of 16,not applicable,0,1,0,0,1998-06-27,21:00,S-068,Parc des Princes,Paris,France,T-09,Brazil,BRA,T-13,Chile,CHL,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,1998-06-27 21:00:00,brazil,chile,1,1653.2451087193415,1477.4952296311662,175.74987908817525,175.74987908817525,0.733352246557074,0.266647753442926,6.0,-3.0,4.0,0.5,1.0,0.2,3.0,-4.0,4.0,0.5,1.0,0.2,0,1,175.74987908817525,175.74987908817525,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0
619,WC-1998,1998 FIFA Men's World Cup,M-1998-51,France vs Paraguay,round of 16,not applicable,0,1,0,0,1998-06-28,16:30,S-060,Stade Félix-Bollaert,Lens,France,T-30,France,FRA,T-55,Paraguay,PRY,1–0,1,0,1,-1,1,0,0-0,0,0,home team win,1,0,0,1998-06-28 16:30:00,france,paraguay,1,1561.3291035159425,1500.426444000095,60.90265951584752,60.90265951584752,0.5867591635110896,0.4132408364889104,12.0,8.0,4.0,0.5,1.0,0.2,6.0,-1.0,3.0,0.5,1.0,0.2,0,1,60.90265951584752,60.90265951584752,6.0,9.0,1.0,0.0,0.0,0.0,0,0,0
620,WC-1998,1998 FIFA Men's World Cup,M-1998-52,Nigeria vs Denmark,round of 16,not applicable,0,1,0,0,1998-06-28,21:00,S-073,Stade de France,Saint-Denis,France,T-50,Nigeria,NGA,T-22,Denmark,DNK,1–4,1,4,-3,3,0,0,0-0,0,0,away team win,0,1,0,1998-06-28 21:00:00,nigeria,denmark,1,1474.3183115540573,1491.5001141102355,-17.181802556178127,17.181802556178127,0.47529353606235913,0.5247064639376409,7.0,-1.0,4.0,0.5,1.0,0.2,4.0,-4.0,4.0,0.5,1.0,0.2,0,1,-17.181802556178127,17.181802556178127,3.0,3.0,0.0,0.0,0.0,0.0,1,0,0
621,WC-1998,1998 FIFA Men's World Cup,M-1998-53,Germany vs Mexico,round of 16,not applicable,0,1,0,0,1998-06-29,16:30,S-065,Stade de la Mosson,Montpellier,France,T-31,Germany,DEU,T-46,Mexico,MEX,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1998-06-29 16:30:00,germany,mexico,1,1575.1417396017812,1471.6697659927756,103.47197360900554,103.47197360900554,0.644656470316706,0.35534352968329397,10.0,3.0,3.0,0.5,1.0,0.2,7.0,2.0,4.0,0.5,1.0,0.2,0,1,103.47197360900554,103.47197360900554,3.0,1.0,-1.0,0.0,0.0,0.0,0,0,0
622,WC-1998,1998 FIFA Men's World Cup,M-1998-54,Netherlands vs Yugoslavia,round of 16,not applicable,0,1,0,0,1998-06-29,21:00,S-076,Stade de Toulouse,Toulouse,France,T-48,Netherlands,NLD,T-87,Yugoslavia,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1998-06-29 21:00:00,netherlands,yugoslavia,1,1539.1549342305027,1543.5687153939296,-4.413781163426847,4.413781163426847,0.49364839999422755,0.5063516000057724,8.0,6.0,4.0,0.5,1.0,0.2,11.0,3.0,4.0,0.5,1.0,0.2,0,1,-4.413781163426847,4.413781163426847,-3.0,3.0,0.0,0.0,0.0,0.0,1,1,1
623,WC-1998,1998 FIFA Men's World Cup,M-1998-55,Romania vs Croatia,round of 16,not applicable,0,1,0,0,1998-06-30,16:30,S-056,Stade du Parc Lescure,Bordeaux,France,T-61,Romania,ROU,T-18,Croatia,HRV,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,1998-06-30 16:30:00,romania,croatia,1,1525.601408902325,1510.4305885852395,15.170820317085372,15.170820317085372,0.5218187003775373,0.4781812996224627,11.0,3.0,3.0,0.5,1.0,0.2,6.0,2.0,4.0,0.5,1.0,0.2,0,1,15.170820317085372,15.170820317085372,5.0,1.0,-1.0,0.0,0.0,0.0,0,1,1
624,WC-1998,1998 FIFA Men's World Cup,M-1998-56,Argentina vs England,round of 16,not applicable,0,1,0,0,1998-06-30,21:00,S-074,Stade Geoffroy-Guichard,Saint-Étienne,France,T-03,Argentina,ARG,T-28,England,ENG,2–2,2,2,0,0,1,1,4–3,4,3,home team win,1,0,0,1998-06-30 21:00:00,argentina,england,1,1594.0084870656585,1566.5338568423183,27.474630223340228,27.474630223340228,0.539456959001235,0.460543040998765,9.0,4.0,4.0,0.5,1.0,0.2,9.0,1.0,4.0,0.5,1.0,0.2,0,1,27.474630223340228,27.474630223340228,0.0,3.0,0.0,0.0,0.0,0.0,0,1,1
